bc_wells,subcluster
08_47_37,D14_1
08_47_40,D14_2
08_47_67,D14_1
08_47_79,D14_2
08_47_82,D14_3
08_47_91,D14_3
08_48_78,D14_2
08_48_84,D14_3
08_48_85,D14_3
08_49_02,D14_2
08_49_08,D14_2
08_49_09,D14_1
08_49_25,D14_2
08_49_37,D14_2
08_49_38,D14_1
08_49_40,D14_2
08_49_41,D14_3
08_49_44,D14_3
08_49_50,D14_3
08_49_66,D14_2
08_49_85,D14_2
08_50_10,D14_1
08_50_30,D14_1
08_50_36,D14_2
08_50_53,D14_1
08_50_54,D14_1
08_50_63,D14_3
08_50_72,D14_1
08_50_80,D14_2
08_51_40,D14_2
08_51_58,D14_2
08_51_60,D14_2
08_51_73,D14_3
08_51_84,D14_1
08_52_16,D14_2
08_52_66,D14_3
08_52_83,D14_1
08_52_87,D14_2
08_53_05,D14_2
08_53_35,D14_3
08_53_38,D14_3
08_53_51,D14_1
08_53_56,D14_3
08_53_68,D14_1
08_53_77,D14_2
08_53_88,D14_2
08_53_96,D14_1
08_54_14,D14_1
08_54_25,D14_3
08_54_28,D14_3
08_54_30,D14_3
08_54_33,D14_1
08_54_34,D14_2
08_54_49,D14_3
08_54_73,D14_3
08_54_96,D14_2
08_55_09,D14_2
08_55_32,D14_3
08_55_52,D14_1
08_55_73,D14_1
08_56_22,D14_2
08_56_23,D14_1
08_56_44,D14_3
08_56_63,D14_3
08_56_64,D14_3
08_56_91,D14_1
08_57_70,D14_1
08_58_16,D14_1
08_58_79,D14_3
08_58_84,D14_3
08_59_27,D14_3
08_59_28,D14_3
08_59_65,D14_3
08_59_90,D14_3
08_60_07,D14_3
08_60_25,D14_1
08_60_36,D14_1
08_60_50,D14_1
08_61_13,D14_1
08_61_14,D14_2
08_61_24,D14_2
08_61_30,D14_2
08_61_34,D14_1
08_61_48,D14_3
08_61_60,D14_1
08_61_66,D14_2
08_61_82,D14_2
08_61_96,D14_2
08_62_21,D14_3
08_62_35,D14_1
08_62_39,D14_3
08_62_76,D14_1
08_62_79,D14_1
08_62_83,D14_1
08_62_96,D14_2
08_63_13,D14_3
08_63_28,D14_2
08_63_35,D14_2
08_63_39,D14_2
08_63_70,D14_3
08_63_80,D14_1
08_64_05,D14_2
08_64_23,D14_2
08_64_48,D14_3
08_64_65,D14_3
08_64_70,D14_3
08_64_86,D14_2
08_65_07,D14_1
08_65_22,D14_2
08_65_23,D14_2
08_65_25,D14_3
08_65_65,D14_3
08_65_67,D14_1
08_65_70,D14_1
08_65_93,D14_2
08_66_03,D14_1
08_66_06,D14_1
08_66_11,D14_3
08_66_36,D14_1
08_66_56,D14_1
08_66_62,D14_3
08_66_68,D14_1
08_66_82,D14_3
08_67_13,D14_3
08_67_32,D14_1
08_67_43,D14_1
08_67_56,D14_3
08_67_61,D14_1
08_67_62,D14_1
08_67_76,D14_1
08_67_78,D14_1
08_67_85,D14_1
08_68_16,D14_3
08_68_22,D14_2
08_68_29,D14_3
08_68_45,D14_2
08_68_47,D14_2
08_68_57,D14_1
08_68_78,D14_3
08_68_82,D14_2
08_68_84,D14_2
08_68_95,D14_1
08_69_10,D14_1
08_69_11,D14_1
08_69_13,D14_2
08_69_34,D14_2
08_69_45,D14_1
08_69_82,D14_3
08_70_03,D14_1
08_70_47,D14_1
08_70_49,D14_2
08_70_50,D14_2
08_70_51,D14_1
08_70_56,D14_1
08_70_58,D14_2
08_70_62,D14_2
08_70_80,D14_2
08_70_82,D14_2
08_70_83,D14_2
08_70_91,D14_3
08_71_37,D14_2
08_71_64,D14_2
08_71_67,D14_3
08_71_77,D14_1
08_71_78,D14_2
08_72_34,D14_1
08_72_39,D14_1
08_72_48,D14_1
08_72_74,D14_2
08_72_87,D14_2
08_73_04,D14_2
08_73_36,D14_1
08_73_38,D14_2
08_73_42,D14_1
08_73_44,D14_3
08_73_62,D14_2
08_73_63,D14_2
08_74_26,D14_2
08_74_36,D14_1
08_74_77,D14_2
08_74_84,D14_2
08_74_85,D14_1
08_75_15,D14_2
08_75_25,D14_2
08_75_31,D14_2
08_75_71,D14_3
08_75_73,D14_2
08_76_32,D14_1
08_76_41,D14_2
08_76_48,D14_3
08_76_63,D14_3
08_76_64,D14_1
08_76_69,D14_1
08_76_71,D14_3
08_76_73,D14_2
08_76_75,D14_2
08_77_15,D14_2
08_77_17,D14_1
08_77_37,D14_3
08_77_56,D14_2
08_77_63,D14_1
08_77_79,D14_1
08_77_89,D14_2
08_78_16,D14_1
08_78_19,D14_1
08_78_40,D14_1
08_78_41,D14_2
08_78_43,D14_2
08_78_48,D14_1
08_78_81,D14_3
08_79_25,D14_1
08_79_33,D14_1
08_79_37,D14_2
08_79_39,D14_2
08_79_42,D14_3
08_79_52,D14_1
08_79_61,D14_1
08_80_08,D14_2
08_80_09,D14_2
08_80_28,D14_1
08_80_39,D14_2
08_80_41,D14_3
08_80_42,D14_2
08_80_55,D14_3
08_80_65,D14_3
08_81_04,D14_2
08_81_05,D14_1
08_81_16,D14_3
08_81_30,D14_3
08_81_35,D14_1
08_81_48,D14_1
08_81_51,D14_1
08_81_55,D14_2
08_81_65,D14_2
08_81_75,D14_3
08_81_93,D14_3
08_82_09,D14_2
08_82_22,D14_2
08_82_32,D14_1
08_82_33,D14_2
08_82_39,D14_2
08_82_44,D14_1
08_82_46,D14_3
08_82_47,D14_3
08_82_50,D14_3
08_82_85,D14_1
08_82_86,D14_2
08_82_92,D14_1
08_83_38,D14_1
08_83_48,D14_2
08_83_72,D14_2
08_83_75,D14_1
08_83_76,D14_3
08_83_87,D14_1
08_84_18,D14_3
08_84_33,D14_1
08_84_72,D14_1
08_85_06,D14_1
08_85_37,D14_2
08_85_84,D14_1
08_85_90,D14_2
08_86_03,D14_3
08_86_61,D14_3
08_86_66,D14_1
08_86_80,D14_1
08_86_90,D14_3
08_86_91,D14_3
08_86_94,D14_2
08_87_03,D14_2
08_87_33,D14_3
08_87_34,D14_1
08_87_45,D14_2
08_87_80,D14_2
08_87_87,D14_3
08_88_02,D14_2
08_88_06,D14_3
08_88_18,D14_3
08_88_27,D14_1
08_88_46,D14_1
08_88_53,D14_3
08_88_70,D14_1
08_88_76,D14_1
08_88_83,D14_2
08_88_90,D14_1
08_89_13,D14_1
08_89_14,D14_3
08_89_30,D14_1
08_89_31,D14_1
08_89_38,D14_1
08_89_39,D14_1
08_89_43,D14_2
08_89_52,D14_2
08_89_63,D14_2
08_89_69,D14_2
08_89_71,D14_1
08_89_83,D14_2
08_89_85,D14_2
08_89_86,D14_2
08_90_05,D14_2
08_90_08,D14_1
08_90_32,D14_2
08_90_53,D14_1
08_90_61,D14_3
08_90_71,D14_2
08_90_86,D14_2
08_90_87,D14_1
08_91_06,D14_1
08_91_33,D14_2
08_91_40,D14_1
08_91_47,D14_2
08_91_58,D14_2
08_91_63,D14_3
08_91_73,D14_1
08_91_81,D14_3
08_91_94,D14_3
08_91_96,D14_3
08_92_06,D14_2
08_92_38,D14_3
08_92_50,D14_1
08_92_80,D14_3
08_92_86,D14_3
08_92_93,D14_3
08_93_02,D14_2
08_93_04,D14_2
08_93_05,D14_1
08_93_13,D14_1
08_93_55,D14_1
08_93_63,D14_2
08_93_67,D14_3
08_93_85,D14_3
08_93_89,D14_3
08_93_94,D14_1
08_94_11,D14_3
08_94_38,D14_1
08_94_42,D14_1
08_94_49,D14_3
08_94_64,D14_1
08_94_84,D14_2
08_95_01,D14_2
08_95_16,D14_3
08_95_35,D14_3
08_95_62,D14_2
08_95_75,D14_1
08_95_78,D14_3
08_95_93,D14_3
09_01_05,D14_3
09_01_07,D14_2
09_01_08,D14_2
09_01_20,D14_3
09_01_29,D14_1
09_01_30,D14_3
09_01_32,D14_3
09_01_37,D14_1
09_01_57,D14_1
09_01_90,D14_1
09_02_16,D14_3
09_02_44,D14_1
09_02_83,D14_2
09_02_86,D14_2
09_03_05,D14_3
09_03_23,D14_1
09_03_26,D14_1
09_03_47,D14_1
09_04_25,D14_1
09_04_26,D14_1
09_05_04,D14_3
09_05_21,D14_1
09_05_27,D14_1
09_05_36,D14_2
09_05_59,D14_2
09_05_66,D14_3
09_05_82,D14_2
09_05_87,D14_1
09_05_93,D14_3
09_06_16,D14_1
09_06_23,D14_3
09_06_35,D14_2
09_06_71,D14_3
09_06_75,D14_3
09_06_79,D14_3
09_06_86,D14_2
09_07_26,D14_1
09_07_33,D14_1
09_07_79,D14_3
09_08_03,D14_2
09_08_16,D14_1
09_08_41,D14_2
09_08_46,D14_2
09_08_57,D14_1
09_08_61,D14_2
09_08_78,D14_2
09_08_91,D14_3
09_09_06,D14_2
09_09_25,D14_1
09_09_29,D14_3
09_09_54,D14_1
09_09_84,D14_3
09_09_94,D14_2
09_10_06,D14_3
09_10_09,D14_2
09_10_20,D14_2
09_10_31,D14_1
09_10_35,D14_1
09_10_61,D14_1
09_10_71,D14_2
09_10_80,D14_3
09_11_04,D14_2
09_11_21,D14_1
09_11_37,D14_3
09_11_49,D14_1
09_11_64,D14_1
09_12_07,D14_2
09_12_08,D14_1
09_12_09,D14_2
09_12_12,D14_1
09_12_14,D14_2
09_12_22,D14_2
09_12_34,D14_2
09_12_48,D14_1
09_12_50,D14_2
09_12_63,D14_2
09_12_64,D14_1
09_12_72,D14_1
09_12_74,D14_3
09_12_79,D14_2
09_12_81,D14_2
09_12_95,D14_2
09_13_21,D14_2
09_13_70,D14_3
09_14_32,D14_3
09_14_46,D14_2
09_14_68,D14_3
09_14_78,D14_2
09_15_15,D14_3
09_15_25,D14_1
09_15_26,D14_1
09_15_32,D14_2
09_15_34,D14_3
09_15_39,D14_2
09_15_52,D14_1
09_15_71,D14_2
09_15_82,D14_2
09_15_87,D14_2
09_16_03,D14_2
09_16_34,D14_2
09_16_53,D14_1
09_16_60,D14_1
09_16_64,D14_3
09_16_88,D14_1
09_16_96,D14_3
09_17_07,D14_2
09_17_08,D14_1
09_17_13,D14_1
09_17_50,D14_3
09_17_54,D14_1
09_17_59,D14_2
09_17_66,D14_1
09_17_87,D14_2
09_18_03,D14_2
09_18_19,D14_2
09_18_55,D14_2
09_18_77,D14_3
09_19_12,D14_1
09_19_18,D14_2
09_19_24,D14_3
09_19_41,D14_2
09_19_76,D14_3
09_19_93,D14_1
09_20_12,D14_3
09_20_16,D14_1
09_20_51,D14_1
09_20_61,D14_2
09_20_70,D14_3
09_20_81,D14_1
09_20_91,D14_1
09_20_93,D14_1
09_21_30,D14_1
09_21_34,D14_2
09_21_50,D14_2
09_21_69,D14_3
09_22_38,D14_3
09_22_39,D14_2
09_22_65,D14_1
09_22_94,D14_3
09_23_31,D14_2
09_23_32,D14_3
09_23_33,D14_2
09_23_53,D14_3
09_23_63,D14_2
09_23_73,D14_2
09_23_87,D14_3
09_24_13,D14_2
09_24_15,D14_2
09_24_16,D14_2
09_24_19,D14_1
09_24_21,D14_1
09_24_27,D14_2
09_24_33,D14_3
09_24_34,D14_2
09_24_40,D14_1
09_24_47,D14_1
09_24_53,D14_1
09_24_54,D14_2
09_24_55,D14_1
09_24_56,D14_3
09_24_64,D14_1
09_24_73,D14_3
09_24_78,D14_2
09_24_86,D14_2
09_24_89,D14_2
09_25_14,D14_1
09_25_56,D14_2
09_25_82,D14_1
09_25_89,D14_2
09_25_91,D14_2
09_25_93,D14_3
09_26_02,D14_1
09_26_03,D14_2
09_26_13,D14_1
09_26_17,D14_1
09_26_24,D14_3
09_26_28,D14_1
09_26_29,D14_3
09_26_31,D14_1
09_26_55,D14_2
09_26_58,D14_2
09_26_59,D14_3
09_27_38,D14_1
09_27_48,D14_1
09_27_57,D14_1
09_27_58,D14_1
09_27_63,D14_1
09_27_74,D14_2
09_27_78,D14_2
09_27_88,D14_2
09_27_96,D14_1
09_28_32,D14_1
09_28_43,D14_1
09_28_45,D14_3
09_28_64,D14_1
09_28_67,D14_3
09_28_70,D14_3
09_28_72,D14_1
09_28_86,D14_1
09_28_91,D14_2
09_28_94,D14_1
09_29_03,D14_3
09_29_08,D14_3
09_29_26,D14_3
09_29_32,D14_1
09_29_43,D14_2
09_29_63,D14_3
09_29_65,D14_2
09_29_67,D14_2
09_30_44,D14_3
09_30_46,D14_3
09_31_08,D14_3
09_31_21,D14_3
09_31_24,D14_2
09_31_34,D14_1
09_31_38,D14_1
09_31_44,D14_2
09_32_17,D14_2
09_32_44,D14_2
09_32_60,D14_2
09_32_64,D14_1
09_32_82,D14_3
09_32_83,D14_2
09_33_22,D14_1
09_33_45,D14_3
09_33_79,D14_1
09_33_91,D14_2
09_33_96,D14_1
09_34_07,D14_2
09_34_14,D14_1
09_34_20,D14_3
09_34_21,D14_1
09_34_24,D14_2
09_34_32,D14_3
09_34_58,D14_2
09_34_67,D14_3
09_34_92,D14_3
09_35_02,D14_1
09_35_10,D14_1
09_35_14,D14_2
09_35_42,D14_1
09_35_45,D14_1
09_35_91,D14_1
09_36_09,D14_1
09_36_15,D14_2
09_36_25,D14_1
09_36_32,D14_2
09_36_34,D14_2
09_36_41,D14_3
09_36_56,D14_3
09_36_72,D14_2
09_36_91,D14_2
09_37_53,D14_2
09_37_62,D14_1
09_37_63,D14_3
09_37_75,D14_3
09_37_79,D14_3
09_37_84,D14_2
09_37_88,D14_2
09_38_22,D14_1
09_38_28,D14_2
09_38_40,D14_3
09_38_47,D14_2
09_38_55,D14_2
09_39_13,D14_2
09_39_27,D14_1
09_39_32,D14_1
09_39_33,D14_1
09_39_89,D14_1
09_40_07,D14_2
09_40_09,D14_3
09_40_12,D14_1
09_40_38,D14_3
09_40_53,D14_1
09_40_59,D14_2
09_40_62,D14_2
09_40_86,D14_1
09_41_08,D14_2
09_41_16,D14_1
09_41_26,D14_1
09_41_38,D14_3
09_41_44,D14_1
09_41_61,D14_2
09_41_96,D14_2
09_42_24,D14_3
09_42_34,D14_3
09_42_35,D14_2
09_42_68,D14_1
09_42_70,D14_3
09_42_85,D14_2
09_43_03,D14_2
09_43_65,D14_2
09_43_82,D14_3
09_43_91,D14_2
09_44_03,D14_2
09_44_37,D14_2
09_44_66,D14_2
09_44_78,D14_3
09_44_87,D14_2
09_45_09,D14_1
09_45_23,D14_3
09_45_26,D14_2
09_45_70,D14_1
09_45_71,D14_2
09_45_74,D14_3
09_46_17,D14_2
09_46_35,D14_2
09_46_53,D14_1
09_46_61,D14_1
09_46_72,D14_2
09_46_73,D14_1
09_46_94,D14_2
09_46_96,D14_2
09_47_04,D14_2
09_47_05,D14_2
09_47_37,D14_2
09_47_41,D14_3
09_47_64,D14_2
09_47_68,D14_2
09_48_12,D14_2
09_48_20,D14_2
09_48_48,D14_1
09_49_17,D14_3
09_49_55,D14_2
09_49_57,D14_2
09_49_64,D14_1
09_50_11,D14_1
09_50_23,D14_1
09_50_29,D14_3
09_50_49,D14_1
09_50_64,D14_1
09_50_74,D14_1
09_51_26,D14_3
09_51_55,D14_3
09_51_56,D14_1
09_51_62,D14_3
09_51_71,D14_3
09_51_90,D14_2
09_52_02,D14_2
09_52_10,D14_3
09_52_26,D14_2
09_52_48,D14_3
09_52_63,D14_2
09_53_16,D14_1
09_53_38,D14_3
09_53_48,D14_2
09_53_73,D14_3
09_53_88,D14_3
09_54_14,D14_1
09_54_32,D14_1
09_54_34,D14_1
09_54_51,D14_1
09_54_77,D14_1
09_54_88,D14_2
09_55_25,D14_2
09_55_38,D14_1
09_55_47,D14_3
09_55_64,D14_3
09_55_79,D14_2
09_56_02,D14_1
09_56_04,D14_3
09_56_05,D14_2
09_56_14,D14_2
09_56_36,D14_2
09_56_58,D14_2
09_56_66,D14_1
09_56_67,D14_2
09_57_05,D14_3
09_57_08,D14_2
09_57_14,D14_1
09_57_20,D14_2
09_57_27,D14_2
09_57_62,D14_2
09_57_75,D14_3
09_57_77,D14_3
09_58_19,D14_3
09_58_57,D14_3
09_58_65,D14_1
09_58_70,D14_1
09_58_82,D14_3
09_58_91,D14_1
09_59_05,D14_3
09_59_51,D14_2
09_59_74,D14_3
09_59_91,D14_2
09_59_93,D14_2
09_60_11,D14_3
09_60_15,D14_2
09_60_32,D14_1
09_60_47,D14_2
09_60_50,D14_2
09_60_52,D14_1
09_60_68,D14_2
09_60_69,D14_1
09_60_78,D14_1
09_61_20,D14_2
09_61_54,D14_1
09_61_55,D14_1
09_61_78,D14_3
09_61_93,D14_2
09_62_06,D14_1
09_62_15,D14_3
09_62_17,D14_2
09_62_33,D14_1
09_62_35,D14_1
09_62_66,D14_1
09_62_68,D14_3
09_62_71,D14_3
09_62_76,D14_2
09_62_79,D14_1
09_63_03,D14_1
09_63_12,D14_2
09_63_28,D14_1
09_63_41,D14_3
09_63_47,D14_2
09_63_78,D14_3
09_63_94,D14_1
09_64_05,D14_2
09_64_35,D14_3
09_64_43,D14_3
09_64_54,D14_3
09_65_30,D14_3
09_65_31,D14_3
09_65_40,D14_1
09_65_84,D14_1
09_66_49,D14_1
09_66_79,D14_1
09_67_09,D14_1
09_67_14,D14_1
09_67_15,D14_1
09_67_53,D14_1
09_67_71,D14_3
09_67_73,D14_1
09_67_76,D14_1
09_67_78,D14_1
09_68_01,D14_1
09_68_16,D14_1
09_68_20,D14_3
09_68_65,D14_3
09_68_74,D14_2
09_68_77,D14_1
09_68_84,D14_2
09_68_86,D14_2
09_69_01,D14_3
09_69_34,D14_3
09_69_44,D14_3
09_69_52,D14_1
09_69_62,D14_3
09_69_70,D14_3
09_69_87,D14_2
09_69_96,D14_2
09_70_22,D14_1
09_70_23,D14_2
09_70_46,D14_1
09_70_66,D14_3
09_70_80,D14_2
09_70_90,D14_3
09_71_22,D14_2
09_71_37,D14_1
09_71_52,D14_2
09_71_82,D14_1
09_71_90,D14_1
09_72_08,D14_1
09_72_09,D14_2
09_72_34,D14_2
09_72_59,D14_2
09_72_68,D14_2
09_72_77,D14_2
09_73_08,D14_2
09_73_20,D14_2
09_73_23,D14_1
09_73_29,D14_2
09_73_51,D14_2
09_73_61,D14_2
09_73_70,D14_3
09_74_07,D14_2
09_74_22,D14_1
09_74_23,D14_1
09_74_34,D14_3
09_74_63,D14_1
09_74_70,D14_2
09_74_87,D14_3
09_74_88,D14_2
09_75_15,D14_2
09_75_18,D14_2
09_75_55,D14_3
09_75_60,D14_1
09_75_61,D14_3
09_75_64,D14_2
09_75_68,D14_2
09_75_72,D14_3
09_75_73,D14_2
09_75_80,D14_1
09_76_16,D14_3
09_76_19,D14_1
09_76_28,D14_2
09_76_30,D14_1
09_76_61,D14_3
09_76_80,D14_1
09_77_16,D14_1
09_77_26,D14_3
09_77_36,D14_3
09_77_68,D14_2
09_78_10,D14_2
09_78_21,D14_1
09_78_47,D14_3
09_78_48,D14_1
09_78_49,D14_2
09_78_70,D14_3
09_78_74,D14_1
09_78_76,D14_2
09_79_09,D14_3
09_79_11,D14_1
09_79_17,D14_2
09_79_19,D14_1
09_79_22,D14_1
09_79_40,D14_3
09_79_47,D14_1
09_79_52,D14_2
09_79_60,D14_1
09_79_88,D14_2
09_80_03,D14_2
09_80_13,D14_3
09_80_24,D14_2
09_80_26,D14_2
09_80_28,D14_2
09_80_58,D14_1
09_80_81,D14_2
09_80_86,D14_1
09_80_96,D14_2
09_81_03,D14_2
09_81_17,D14_1
09_81_34,D14_1
09_81_37,D14_1
09_81_52,D14_1
09_81_59,D14_2
09_81_62,D14_2
09_81_68,D14_2
09_81_70,D14_2
09_81_80,D14_1
09_82_16,D14_2
09_82_23,D14_2
09_82_38,D14_3
09_82_41,D14_3
09_82_67,D14_1
09_82_80,D14_2
09_82_96,D14_1
09_83_37,D14_2
09_83_77,D14_2
09_83_90,D14_1
09_84_41,D14_1
09_85_11,D14_2
09_85_22,D14_3
09_85_23,D14_1
09_85_33,D14_2
09_85_37,D14_1
09_85_57,D14_1
09_85_86,D14_3
09_85_95,D14_2
09_86_18,D14_1
09_86_27,D14_1
09_86_43,D14_2
09_86_48,D14_2
09_86_49,D14_3
09_86_59,D14_2
09_86_86,D14_2
09_86_94,D14_2
09_87_05,D14_1
09_87_26,D14_1
09_87_31,D14_3
09_87_38,D14_3
09_87_50,D14_3
09_87_74,D14_2
09_87_93,D14_3
09_88_12,D14_1
09_88_22,D14_3
09_88_25,D14_2
09_88_39,D14_2
09_88_44,D14_1
09_88_61,D14_2
09_88_86,D14_2
09_88_89,D14_2
09_88_94,D14_1
09_89_02,D14_3
09_89_24,D14_1
09_89_55,D14_1
09_89_66,D14_3
09_90_18,D14_3
09_90_28,D14_2
09_90_46,D14_1
09_90_49,D14_3
09_90_65,D14_3
09_90_66,D14_1
09_90_83,D14_1
09_91_22,D14_2
09_91_52,D14_3
09_92_14,D14_1
09_92_16,D14_1
09_92_26,D14_1
09_92_44,D14_3
09_92_57,D14_2
09_92_67,D14_1
09_92_72,D14_2
09_92_82,D14_1
09_92_89,D14_3
09_93_04,D14_2
09_93_29,D14_1
09_93_79,D14_2
09_93_80,D14_2
09_93_95,D14_2
09_94_26,D14_1
09_94_54,D14_1
09_94_85,D14_3
09_95_02,D14_3
09_95_35,D14_3
09_95_37,D14_2
09_95_55,D14_2
09_95_85,D14_3
10_01_37,D21_1
10_01_41,D21_1
10_01_56,D21_2
10_01_74,D21_3
10_02_44,D21_1
10_02_96,D21_3
10_03_09,D21_4
10_03_10,D21_3
10_03_22,D21_2
10_03_53,D21_2
10_03_79,D21_1
10_04_09,D21_2
10_04_14,D21_1
10_04_43,D21_3
10_04_55,D21_1
10_04_70,D21_1
10_04_74,D21_3
10_05_30,D21_1
10_05_40,D21_1
10_06_06,D21_1
10_06_67,D21_1
10_07_20,D21_1
10_07_21,D21_1
10_07_36,D21_2
10_07_39,D21_1
10_07_60,D21_1
10_07_72,D21_1
10_07_73,D21_1
10_07_86,D21_2
10_07_89,D21_1
10_08_02,D21_2
10_08_30,D21_4
10_08_41,D21_1
10_08_51,D21_1
10_09_04,D21_2
10_09_15,D21_1
10_09_19,D21_3
10_09_46,D21_1
10_09_61,D21_1
10_10_84,D21_2
10_11_45,D21_2
10_11_59,D21_2
10_12_34,D21_2
10_12_46,D21_1
10_12_66,D21_1
10_12_67,D21_2
10_13_10,D21_2
10_13_16,D21_2
10_13_38,D21_1
10_13_41,D21_2
10_13_87,D21_1
10_14_08,D21_2
10_14_17,D21_1
10_14_36,D21_1
10_14_63,D21_1
10_14_65,D21_2
10_14_68,D21_4
10_15_53,D21_1
10_15_66,D21_2
10_15_74,D21_1
10_16_68,D21_2
10_16_77,D21_2
10_16_79,D21_1
10_16_80,D21_2
10_16_88,D21_1
10_17_50,D21_4
10_17_58,D21_1
10_18_51,D21_1
10_19_01,D21_2
10_19_30,D21_2
10_19_40,D21_1
10_19_76,D21_1
10_19_81,D21_2
10_20_03,D21_1
10_20_31,D21_1
10_20_52,D21_1
10_20_78,D21_3
10_21_65,D21_2
10_21_70,D21_2
10_21_79,D21_1
10_21_95,D21_1
10_21_96,D21_1
10_22_01,D21_4
10_22_25,D21_4
10_22_82,D21_1
10_23_01,D21_1
10_24_05,D21_1
10_24_21,D21_4
10_24_35,D21_1
10_24_37,D21_1
10_24_46,D21_2
10_24_50,D21_1
10_24_74,D21_1
10_24_78,D21_2
10_24_86,D21_1
10_24_89,D21_1
10_25_01,D21_1
10_25_03,D21_4
10_25_06,D21_2
10_25_13,D21_4
10_25_22,D21_2
10_25_29,D21_1
10_25_45,D21_2
10_25_54,D21_2
10_26_17,D21_1
10_26_31,D21_3
10_26_34,D21_4
10_26_38,D21_1
10_26_50,D21_2
10_26_65,D21_2
10_26_76,D21_1
10_26_90,D21_2
10_27_03,D21_3
10_27_78,D21_2
10_28_20,D21_1
10_28_21,D21_2
10_28_26,D21_3
10_28_53,D21_1
10_28_63,D21_2
10_28_74,D21_4
10_28_82,D21_1
10_29_17,D21_1
10_29_19,D21_2
10_29_20,D21_1
10_29_23,D21_3
10_29_27,D21_2
10_29_32,D21_2
10_29_34,D21_1
10_29_37,D21_1
10_29_42,D21_1
10_29_57,D21_4
10_30_07,D21_2
10_30_40,D21_2
10_30_87,D21_4
10_31_26,D21_1
10_31_29,D21_3
10_31_32,D21_3
10_31_37,D21_2
10_31_48,D21_2
10_31_88,D21_1
10_32_23,D21_1
10_32_25,D21_1
10_32_56,D21_2
10_32_67,D21_2
10_32_76,D21_1
10_32_82,D21_3
10_32_88,D21_1
10_32_89,D21_1
10_33_27,D21_1
10_33_56,D21_1
10_33_73,D21_3
10_33_79,D21_2
10_33_85,D21_1
10_33_93,D21_2
10_34_28,D21_2
10_34_67,D21_1
10_34_78,D21_2
10_35_12,D21_1
10_35_27,D21_3
10_35_45,D21_1
10_35_60,D21_2
10_35_73,D21_1
10_36_37,D21_4
10_36_48,D21_2
10_36_61,D21_1
10_36_85,D21_2
10_36_89,D21_2
10_37_18,D21_1
10_37_28,D21_1
10_37_37,D21_4
10_37_59,D21_1
10_37_64,D21_1
10_37_67,D21_2
10_37_92,D21_1
10_38_14,D21_4
10_38_44,D21_4
10_39_55,D21_1
10_39_59,D21_3
10_39_71,D21_1
10_40_40,D21_1
10_40_51,D21_2
10_40_67,D21_1
10_40_69,D21_2
10_41_03,D21_2
10_41_17,D21_2
10_41_21,D21_1
10_41_22,D21_1
10_41_35,D21_3
10_41_75,D21_2
10_41_79,D21_1
10_41_95,D21_1
10_42_20,D21_1
10_42_22,D21_1
10_42_33,D21_2
10_42_74,D21_1
10_42_85,D21_1
10_43_02,D21_1
10_43_36,D21_1
10_43_41,D21_1
10_43_51,D21_3
10_43_52,D21_1
10_43_58,D21_2
10_43_59,D21_1
10_43_63,D21_1
10_43_78,D21_3
10_43_84,D21_1
10_44_34,D21_4
10_44_39,D21_1
10_44_49,D21_3
10_44_50,D21_4
10_45_25,D21_3
10_45_50,D21_1
10_45_57,D21_1
10_45_63,D21_2
10_45_70,D21_2
10_46_33,D21_2
10_46_36,D21_2
10_47_22,D21_3
10_47_43,D21_1
10_47_70,D21_2
10_47_90,D21_1
10_49_10,D21_1
10_49_19,D21_1
10_49_23,D21_2
10_49_26,D21_2
10_49_27,D21_1
10_49_34,D21_1
10_49_36,D21_2
10_49_73,D21_1
10_49_77,D21_1
10_49_89,D21_1
10_50_40,D21_1
10_50_75,D21_1
10_51_45,D21_1
10_51_48,D21_1
10_51_79,D21_2
10_51_80,D21_1
10_51_81,D21_1
10_51_85,D21_2
10_52_04,D21_1
10_52_32,D21_1
10_52_73,D21_1
10_53_02,D21_1
10_53_52,D21_1
10_53_80,D21_1
10_53_94,D21_2
10_54_28,D21_1
10_54_41,D21_3
10_54_73,D21_3
10_54_92,D21_4
10_55_55,D21_1
10_55_58,D21_1
10_55_63,D21_2
10_55_68,D21_1
10_55_80,D21_4
10_56_02,D21_1
10_56_08,D21_2
10_56_46,D21_1
10_56_49,D21_1
10_56_52,D21_1
10_56_66,D21_1
10_56_83,D21_2
10_57_05,D21_1
10_57_23,D21_1
10_57_34,D21_4
10_57_38,D21_1
10_57_44,D21_1
10_57_66,D21_1
10_57_72,D21_1
10_57_86,D21_1
10_58_08,D21_4
10_58_14,D21_1
10_58_21,D21_1
10_58_25,D21_1
10_58_67,D21_1
10_58_89,D21_2
10_59_18,D21_1
10_59_42,D21_1
10_59_51,D21_2
10_59_57,D21_1
10_59_58,D21_1
10_59_79,D21_1
10_60_22,D21_1
10_60_34,D21_1
10_60_74,D21_2
10_61_11,D21_1
10_61_24,D21_1
10_61_40,D21_2
10_61_44,D21_1
10_61_48,D21_1
10_61_84,D21_2
10_61_96,D21_4
10_62_09,D21_2
10_62_12,D21_1
10_62_49,D21_3
10_62_67,D21_1
10_63_24,D21_2
10_63_41,D21_1
10_63_50,D21_1
10_63_51,D21_1
10_63_52,D21_4
10_63_70,D21_2
10_63_75,D21_2
10_64_01,D21_2
10_64_34,D21_1
10_64_38,D21_2
10_64_40,D21_1
10_64_59,D21_4
